name,line
Joshua,They're doing something at that ramen shop. Let's go take a
Neku,(...What exactly is a spicy tuna roll?)
Prince,Exquisite! I can die in bliss. F this ramen! F...for FABULOUS!
Fangirl1,"Omigosh, you hear that!? He F'd it!"
Fangirl2,He only F's the stuff he really likes!
Fangirl1,I want to try what he got!
Neku,That's--
Joshua,"Eiji Oji. The prince of Ennui. His blog ""F Everything"" sees 100,000"
Neku,(...So I've heard.)
Joshua,"When the Prince mentions a place on his blog, this happens. People"
Neku,"Hmph. Well, the noodles do look pretty good..."
Joshua,I'll say. They didn't cut any corners with the presentation.
Neku,"Whoa, what? The staff dance as they cook!?"
Joshua,"I guess it's half food, half show."
Neku,This isn't a theme park...
Joshua,"I see what he meant by ""adventure."""
Prince,"The savory ramen, the eclectic venue-- I know my readers will love it"
Makoto,"Always a pleasure, sir! This month's our grand opening special! Every"
Fangirl1,"Whoa! That's like, super-rare!"
Fangirl2,We seriously all get one!?
Neku,That pin... Yeah. It's the one we promoted for a mission.
Joshua,You don't say...
Neku,"Me and Shiki, we had to make that pin catch on. ! Wait a minute... "
Joshua,"Another friend of yours, Neku?"
Neku,He looks totally different. I hardly recognize him!
Joshua,That's people for you: always quick to do a 180.
Neku,"(Uh, 180? Try a 1260.)"
Joshua,"Still... Interesting. OK, Neku. Let's go."
Neku,Huh?
Joshua,"Stick around, and we'll get yelled at again for cutting."
Makoto,...AHEM.
Neku,Right... Out we go.
Joshua,"My, my, Neku... I believe we have an incident on our hands."
Neku,Huh?
Joshua,"A new ramen shop explodes onto the scene-- its owner, an overnight"
Neku,You think the pins are the source of the energy spike?
Joshua,"Oh! And don't forget the ramen that's not selling. Odd, don't you"
Neku,(Hellooo? You listening? )
Joshua,That settles it. We'll spend today getting to the bottom of this
Neku,"""We""? I'm not about to ignore the mission when--"
Joshua,"What mission, Neku?"
Neku,......
Joshua,"Now, let's start sniffing out the reason this place is such a big "
Joshua,The Dogenzaka Ramen Wars... Hee hee. This is quite a
Neku,......
Joshua,Let's investigate!
Makoto,"Prince, baby. You're killing me."
Prince,Mick...
Makoto,"Gotta obey that contract, hmm?"
Prince,But--
Neku,"! Hey, it's those two."
Joshua,Sounds like trouble in paradise. Let's check it out.
Neku,Sounds like a fight... That promoter's chewing out Spicy Tuna
Joshua,...Spicy what?
Neku,"Oh, uh... never mind. Let's go see what's up."
Makoto,Why'd you change your blog entry?
Prince,I told you. It's my blog. I write it.
Makoto,"I feel you, Prince. I really do. But this is business. Your "
Prince,"But, Mick... Then it's not my blog anymore. Plus the ramen you serve"
Makoto,"Eiji, Eiji, Eiji... Babe. Prince. It's fine! None of those people "
Prince,Mick...
Makoto,I'll send you next text and some pics by tonight. You'll have them up
Prince,......
Neku,Aha.
Joshua,Exactly. Although it looks like the Prince is tired of playing 
Neku,! Hey! The Noise have got him!
Joshua,Hmm... So they do.
Neku,It was all staged? Ugh!
Joshua,"Easy, tiger. The Prince seems ready to turn over a new "
Prince,"Ugh, that beefy ramen makes me broil! All I want is "
Prince,This isn't right. I can't lie to my public. I'll try talking to Mick
Joshua,Even the Prince of Ennui has his woes. I guess we all do.
Neku,Dunno why he's so hung up on ramen.
Joshua,Hee hee. We all have our hang-ups.
Neku,"Ugh, I don't get it."
Joshua,Of course you don't.
Neku,What?
Joshua,Everyone has their own little internal world-- a secret garden only
Neku,"Yeah. (Even if I could, I wouldn't want to see inside other people. "
Makoto,Thank you all for coming out today. We appreciate your patience. As 
Joshua,! Hmm? My phone's responding.
Neku,To those pins!? Is that what you're hunting? Rare pins?
Joshua,Not quite. What I'm looking for isn't a thing.
Neku,...... So... CAT designed these pins?
Joshua,"CAT's the big graphic designer, right?"
Neku,"Yes and no. They do artwork, clothes, even furniture. And that's just "
Joshua,Like the one at Towa Records?
Neku,Yup. CAT doesn't just make art. CAT IS art.
Joshua,You're awfully knowledgeable. Are you a fan?
Neku,"Hell, yes! CAT's all about enjoying every moment, with all you've got. "
Joshua,"Wow, you sound so devoted."
Neku,That's why this pisses me off. He's using CAT's work to trick people.
Ken,I need to outsell that sorry excuse for a ramen shop... I need...
Ken,"(Hmm, what would the kids like?)"
Ken,! Yes! That's it!
Neku,Whoa! Dude ran back into his shop in a hurry.
Joshua,Inspiration must have struck.
Neku,Let's see what he cooks up.
Ken,Irasshai! Hey! I've been waiting for you two. Take a taste! See what you
Joshua,This is...
Neku,Regular old ramen?
Joshua,"Interesting... Well, here goes."
Prince,Hold it!
Joshua,!
Prince,Please... Let me try that.
Joshua,...... Fine...
Prince,"Thank you. Now, to dig in... ...... ...... Amazing! Is it OK for "
Ken,Uhh... Is that a compliment?
Prince,Of course! F for FABULOUS! ...Still. This ramen is exceptional. Let 
guess,"a whole chicken in the soup? That, and a hint of pork bone,"
Ken,It's the same ramen I've always made. Haven't changed a thing. I just
Prince,"Among the flavors, I... I can taste the love you've put in this. Your"
Ken,"Everybody hits rough patches in life. So next time you're down, drop on "
Prince,The future's a clean slate...
Makoto,Ha ha! Try a blank slate pops.
Prince,!?
Makoto,Considering this place is gone in a month.
Prince,What!?
Makoto,"And you... Prince, baby. You're my walking billboard. Can't have you"
Prince,"...... I've come to a decision, Mick. I won't work with you on this "
Makoto,"Babe, babe... Calm down. You're talking crazy, Prince."
Prince,I knew after tasting Sebastian's ramen again. I refuse to be a part 
Makoto,Ugh...Eiji.
Joshua,"Shibuya today is inundated with ""adventure."" And when all anybody"
Neku,Gotta fill more than just your belly.
Ken,"Heh... Love, huh? Guess I forgot that somewhere along the way. I'd harp "
Prince,But you've still got your chalk.
Ken,Heh... Right. I can cook a lotta ramen in one month! I'm stickin' to my
Neku,Hopefully the guy's place will take off.
Joshua,"I was thinking. ""Something different""... Maybe everyone in Shibuya is"
Neku,"Right. You don't want to change, but you don't want to be left behind"
Joshua,Of course not. We can't go through life alone. We're part of a
Neku,"Yeah, and the more people hold you back. Screw living in a world choked"
Joshua,My thoughts exactly. I'd rather just get rid of them.
Neku,What?
Joshua,"Same as you, Neku. Those headphones you wear say it all."
Neku,"(Yeah, so what? I don't like other people. I've got no use for the next"
Joshua,Will you look at the time!
Neku,And still no mission...
Joshua,It's probably too late now. Our little hunt will have to continue
Neku,Huh?
Joshua,The signal's disappearing.
Neku,"But before it was reacting to these pins, right? It's still picking "
Joshua,There was a whole bunch of them before. Maybe they added up to a
Neku,"So why CAT's pin, anyway?"
Joshua,It's not what I'm looking for. I know that...
Neku,OK... Then what ARE you looking for?
Joshua,"Well, put simply..."
Neku,......
Joshua,I'm looking for what this tracker is tracking.
Neku,"(What the... Oh, that's real helpful! What the hell is this kid after?)"
Day,Roamin' the Streeeeets. Chapter Closed]
Neku,......
Joshua,......
Neku,Yesss! I win!
Joshua,"This isn't fair, Neku. When did you suddenly become a Tin Pin expert?"
Neku,And why should I answer that?
Joshua,How about because I'm asking you!? Have you been secretly training?
Neku,"Maybe. Look, a win's a win. That means we wait another hour for the"
Joshua,"Ugh, Neku... Cut me a little slack."
Neku,"Not happening. I won. Therefore, we wait."
Joshua,"Ugh, fine... But this is a huge waste of time. ...... Hello?"
Neku,"(This is getting to him. Keep it up, and he's bound to crack.)"
Konishi,"Today fourteen Players were erased, sir."
Megumi,"Leave it to a genius. At this rate, the Game won't last the week."
Konishi,"About that, sir... No missions have been issued in the last two "
Megumi,None?
Konishi,"None, sir. Nevertheless, Players have been disappearing at a "
Megumi,And Minamimoto?
Konishi,AWOL. He broke off contact yesterday.
Megumi,Our Game Master's gone missing?
Konishi,"His so-called ""works of art"" have been sighted around the UG-- thus, "
Megumi,...Then let's leave him be for now.
Konishi,Meaning you won't require an inquiry into Minamimoto's activities?
Megumi,Correct. He's not a social animal. Give the man some space.
Konishi,"...Understood. As you wish, Mr. Kitaniji."
Megumi,Any other problems?
Konishi,"Several Reapers were attacked on Route 5, sir. We suspect Taboo "
Megumi,Taboo Noise... How does this affect our manpower?
Konishi,The losses are within tolerances. I've already set about identifying
Megumi,Very good. So the Noise explain the dwindling Player count...
Konishi,"Yes, sir. I'm looking into any correlation between the two incidents"
Megumi,"Perfect. I'd expect no less. I leave it to you, Konishi."
Konishi,"Understood, sir."
Konishi,(Sho Minamimoto... A true genius. Youngest Reaper officer in 
Joshua,"How can you be busy, Mr. H? Your café is always empty. ...Fine, fine."
Neku,"(Fifteen minutes and counting... Any minute now, he'll--)"
Joshua,"Say, Neku. Could you do me one teensy favor?"
Neku,"(Bingo. Now, to beat him to the punch.) If this is about the wait, I'm"
Joshua,Fine. How about a trade?
Neku,"(Right on cue!) OK... Answer my question, and I'll go with you."
Joshua,"You've twisted my arm. Go on, shoot."
Neku,...What are you after?
Joshua,You're curious?
Neku,"If you don't feel like talking, we can wait."
Joshua,Hee hee... It's nothing major. I'm going to jack Shibuya.
Neku,...Right. How 'bout a real answer?
Joshua,That was a real answer.
Neku,...... What? How do you jack a town?
Joshua,That's why I'm looking for the Shibuya River.
Neku,What Shibuya River?
Joshua,My turn to ask a question. Do you really want a second chance?
Neku,Huh?
Joshua,What's waiting for you in the RG? You're as alone there as here. 
Neku,......
Joshua,Hee hee. You don't have to answer. I don't really care. Now let's get
Neku,Udagawa!?
Joshua,"Oh, right! You know the city well, Neku."
Neku,Shibuya born and raised.
Joshua,"My, my!"
Neku,"It's coming from Udagawa, right? Let's go."
Joshua,"? Well, this is new... Someone's an eager beaver today."
Neku,"(The Udagawa district... Same place I saw in your head. Along with me,"
Neku,Signal's coming from Udagawa?
Joshua,Yup. Right up Center Street and past Tipsy Tose Hall.
Neku,(Udagawa... What happened to me there?)
Reaper,...... Want past this wall? Then bring me one Sexy +. It's a pin. 
Joshua,Another facile task. 
Neku,I wonder how they come up with them.
Joshua,"The conditions? Probably just on a whim. Anyway, let's find"
Joshua,We've got our pin. Let's get the wall cleared.
Reaper,Objective met. Wall clear!
Reaper,...... Want past this wall? Then fight through a four-reduction chain
Neku,A four-round chain battle...
Joshua,"Nervous, Neku? You can always tone the difficulty down if"
Neku,...Did I ask for advice?
Joshua,"Aww... see, Neku? That wasn't so hard. All you had to do is"
Neku,......
Joshua,"Hee hee. What, would you like a pat on the head?"
Neku,(Rrgh...) How 'bout we just get the wall cleared?
Reaper,...... Objective met. Wall clear!
Joshua,? Hmm? Reaper alert.
Tenho,Let's just report it to the police.
777,"Um, hello? We're metal. And Reapers! No way. We'd lose all our cred!"
BJ,Like you have any after boning this up.
Joshua,Sounds like an argument.
Neku,Sounds like trouble we don't need. Let's ignore them.
Joshua,What could've happened to them?
Neku,I don't even want to know. Let's slip on by.
Joshua,"Are you lost, Neku? Udagawa is up past Tipsy Tose Hall."
Neku,I know where it is.
777,"Hey! Hold up, you two."
Neku,(Ugh... Busted.) ! Wait! You're that--
777,"Hey, my man! I remember you. Perfect timing. You're not busy, right? "
777,"Hey, my man! I remember you!"
Neku,! Wait! You're that--
777,"Perfect timing! You're not busy, right? Help a brother out?"
777,You'll hear me out? Rock!
Joshua,"Ahem. We're booked. Right, Neku? Sorry, but we have somewhere to be."
Neku,Right... Udagawa.
777,"What? Yo, Tenho!"
Neku,"Look, we just need to get through here, and we're kind of in "
777,"Oh yeah? Yo, Tenho!"
Tenho,On it.
Neku,!? What? A wall!? Hey!
777,You wanna get through here? Help us out.
Neku,......
Joshua,Thrusting your person problems on Players? How very professional.
Neku,"Crap, they closed off the road to Udagawa."
Joshua,Then I suppose we're stuck. May as well hear them out.
Neku,"Ugh, this is so not our problem..."
Neku,So what's the deal?
777,Long story short? Our band's microphone has gone missing!
Neku,......
777,"Happened around 2:00 yesterday. We had a little gig at Molco, right? "
BJ,"Yeah, says you. You prob'ly just left it someplace."
777,"I'm tellin' you, BJ, it was stolen! That thing is Def March's heart 'n'"
BJ,Who the hell would want a mic with wings?
777,......
BJ,"Wh-what?! Hey, YOU lost it!"
777,"Ugh... Fine. Let's just split up and look for it, OK?"
Neku,(Why are WE looking for YOUR junk!?)
BJ,"Screw that, man. You lost it. You find it. I'm outta here. ! Oh, Tenho..."
Tenho,"Oh, snap..."
BJ,I found it lyin' around.
Tenho,"Thanks, man. I was wigging out trying to find it. Where was it?"
BJ,"!? In the... uhh, I mean... S-Spain Hill!"
Tenho,......
BJ,I'm headin' back to A-East. Later.
Tenho,I'll go look around Molco again...
777,Thanks!
Neku,I still don't see how this is our problem...
777,"Aww, c'mon. Look, I'll pay ya. Help us out."
Neku,No way! We're--
777,"Here, lemme pay you before I forget!"
Neku,(Ugh! Punk beat me to the draw...)
Joshua,"Well then! Let's begin, hmm? We'll start by gathering"
Neku,(He's enjoying this. The little weirdo is enjoying this. 
Joshua,"Step one is gathering info, starting with the client."
Neku,"(Yoshiya Kiryu, private dick extraordinaire.)"
777,"Hey, boys! Get crackin'."
Neku,Can you give us a little more to go on?
777,Sure! Whaddaya need to know?
Neku,Describe the stolen microphone.
777,It's a stand mic with black wings.
Neku,Black wings?
777,"Yeah, it's the band's symbol."
Neku,Who'd want a bat-mic?
777,I can think of one guy...
Neku,Really!? Who?
777,Freakin' BJ.
Neku,BJ?
777,Guy in the black hoodie? He was just here. He's been whining about 
Neku,"Wait, he stole it because... he wanted to be a vocalist? That makes no"
Neku,What happened when the mic was taken?
777,"I actually didn't tell the other guys, but... just before it "
Neku,A phone call?
777,"Yeah. Thinking back now, it was pretty shady."
Neku,Why was the call shady?
777,"They didn't give me their name... Just, ""Meet me by Cadoi City."" ""We "
Neku,Any guesses?
777,Not really. Called ID said it was a public phone. Sounded like an 
Neku,So... did you go?
777,"Yeah, but nobody was there. When I got back to Molco, the mic was gone."
Neku,That IS shady.
Joshua,So someone called to lure you away. And you think the Reaper in black
777,As much as I hate to consider it...
777,"Well, good luck, guys. I'll be right here."
Neku,(Ugh... What a pain.) So? What now?
Joshua,"Well, it's obvious, isn't it? We investigate the crime scene and"
Neku,"What, have you done this before?"
Joshua,So we've got Molco and the two bandmates. Let's get started.
Joshua,"Next up, the bandmates. The one in black, BJ, went to A-"
Neku,Fine. Let's go talk to them.
Joshua,! Hmm? Isn't that...
Tenho,......
Neku,Let's see what he has to say.
Joshua,"We still have questioning to do. The one in black, BJ, is "
Joshua,Any luck finding the mic?
Tenho,......
Joshua,I'd like to ask you a few questions.
Tenho,"...Sure, whatever."
Joshua,777 said the mic was the band's soul. What makes it so special?
Tenho,"It just is. Back when we were still busking on the streets, we all"
Joshua,I see...
Tenho,But lately 777 and BJ have been fighting over who gets to sing-- over
Joshua,"You must be happy, then-- the object dividing them is out of the"
Tenho,Yeah... ...B-but not that happy! I just... Hmph. Never mind.
Joshua,Where were you yesterday at 2: 00?
Tenho,! ...R-right here?
Neku,(Are you asking us or telling us?)
Joshua,"Ah, yes. BJ said he found your phone on Spain Hill."
Tenho,"Yeah... Must've dropped it here. Well, I don't see our mic here. I'm"
Joshua,You've been very helpful.
Joshua,That takes care of Tenho's testimony. Let's see what BJ has
Neku,......
Joshua,He should be back at A-East. Let's mosey on that way.
Neku,"He said the mic went missing at Molco, right?"
Joshua,Look. A phone booth.
Neku,"Oh, right. 777 said the call came from a pay phone. Then let's--"
Nao,"Hey there! Aren't you, like, Players?"
Joshua,"And you two are... Ahh, yes! The winners of the slam-off."
Nao,"You, like, remember us? Super yay!"
Neku,You need something?
Nao,"So, like, I'm always with the same guy, and I wanted to talk to somebody"
Sota,What're your names?
Joshua,I'm Joshua. This is Neku.
Sota,"Nice meetin' ya, Neku, J-dawg. I'm Sota. The cute one's Nao."
Nao,"Call me Nao-Nao for short, 'K?"
Neku,Uhh... sure.
Sota,"Hey, did you guys know? No missions yesterday or today, but Players are"
Neku,Wiped out?
Nao,"You should be careful, Nekky!"
Neku,N-Nekky?
Nao,"We saw some real scary Noise before? We ran like bunnies! You should,"
Sota,"Let's just all stay sharp and get through this together, huh?"
Neku,"Uh, yeah."
Joshua,Hmm? Didn't you know?
Neku,"Hey, man, don't--"
Joshua,Even if multiple Players survive... only so many get to come back to
Nao,"What? Um, like, uncool?"
Joshua,The other Players aren't your friends. They're your competition. That
Nao,"No way... If, like, two people survive? And only one gets to go back? "
Joshua,"They play again, same as Nekky here."
Neku,......
Nao,"Whoa, like, this is your second time?"
Neku,...Yeah.
Nao,Then your partner made it back!
Neku,No... she didn't.
Nao,Huh? I don't get it.
Neku,She was taken as my entry fee.
Nao,"No way! That's, like, super cruel!"
Neku,"I chose to play again, and she... It's my fault she didn't make it ba--"
Sota,"No worries, man."
Neku,Huh?
Sota,"She was your entry fee, yeah? That means you really care about her. No"
Nao,"Yeah! It's, like, totally not your fault! I'd gladly be Sota's entry fee"
Sota,And I'd play the Game a million times for Nao. Whatever it takes to get
Neku,...... You don't think I'm to blame?
Sota,"Forget blame, man! Plus, I don't care if only one of us gets a second"
Nao,"Yeah! Like, fighting so isn't the answer? We all want to be alive again."
Neku,A pin?
Nao,"Yeah! We, like, won it at the slam-off? And now it's yours. Yay!"
Neku,You sure?
Sota,"We couldn't use it. Not that we're dumping our trash on you, but..."
Neku,Thanks.
Sota,"We should probably move on, yeah?"
Nao,"Be safe, Nekky! Bye, Josh-Josh! Like, see you later?"
Joshua,They were charming.
Neku,Nobody deserves it most...
Joshua,Hmm?
Neku,(It's true... Everybody's got their own deal. Their own dreams. None of
Joshua,Hee hee... Talk about your non sequiturs.
Neku,Sorry... ...So how 'bout we check out that phone?
Joshua,Something went down in that phone booth.
Neku,Right. Let's have a look.
Joshua,"Hmm, no microphones here..."
Neku,"Thank you, Captain Obvious. 777 said the call came from a pay phone. Is"
Joshua,This looks like a job for my phone!
Neku,"...Huh? What, the tracker?"
Joshua,"No, the other new feature."
Neku,What other new feature?
Joshua,The camera.
Neku,Don't most phones already have a camera?
Joshua,"Hee hee... Watch and learn. I simply set the time to yesterday, "
Neku,What and learn what? It's a photo.
Joshua,Hmm... Let's try a different time.
Neku,! Ahh! The mic!
Joshua,So it was right here at this time yesterday.
Neku,What the heck? How did your phone--
Joshua,Weren't you listening to Mr. H? He added a couple of new features.
Neku,"Holy... (That's Mr. H's work? Who the hell IS he?) So, could you shift"
Joshua,Let's try.
Neku,"That's... BJ, right? ! And the mic's gone!"
Joshua,"Hmm, very suspicious."
Neku,"Let's take one more, just to be--"
Joshua,Can't.
Neku,Huh?
Joshua,There's a three-shot-per-day limit.
Neku,What? Why!?
Joshua,How should I know!? Ask Mr. H!
Neku,"(Suddenly, it's a lot less impressive...) Then we'll use mine. ? "
Joshua,Something wrong?
Neku,My phone has no camera.
Joshua,Hmm... He must have forgotten to do yours.
Neku,......
Joshua,!
Neku,Hmm?
Joshua,Isn't that...
BJ,Sigh... I thought for sure it'd work.
Neku,Let's see what he has to say.
Joshua,We still have questioning to do. We've already talked to
BJ,Sigh...
Joshua,AHEM.
BJ,!! Gah! Wh-what!?
Joshua,Weren't you headed back to A-East?
BJ,...... ...I wanted to lose myself in the crowd for a bit. Y'know?
Neku,"(Can't say that I do, actually.)"
Joshua,We just had a few questions for you.
BJ,"Look, what do you want?"
Joshua,About the stolen mic--
BJ,Stolen? Please. 777's full of it. I'm sure he just left it someplace.
Joshua,I hear that you wanted that mic for yourself.
BJ,So what if I did? Doesn't matter now. I don't need it anyway.
Joshua,Where were you yesterday at 2:00?
BJ,"! Oh, uh... I was... You know, uhh ...Dogenzaka! Yeah! In line for the "
Joshua,Mm-hmm...
BJ,"Wh-what? Just gimme some space, would ya? I want to spend some time "
Joshua,Of course. But first... take a look at this photo.
BJ,Wha-- How did--
Joshua,That's the phone booth near Molco. Aka the phone booth of love.
BJ,Gah!
Joshua,Isn't there some kind of urban legend? They say if you use this phone
BJ,"Oh, um... really!?"
Joshua,I don't know who you called. But you were there yesterday. That much 
BJ,But I--
Joshua,You weren't in Dogenzaka. You were chatting up some tramp near Molco.
BJ,She's NOT a tramp!
Neku,"(Damn, Josh.... Remind me not to tick you off.)"
BJ,"You can't tell ANYONE about this! OK, so I was there yesterday! I made a"
Joshua,"Quite. You've been very helpful, thanks."
BJ,Ugh... I'm headin' back to see 777. Hopefully he's found the stupid mic 
Joshua,I don't think we're getting anything else out of him. Let's move on.
Neku,"Well, we've heard from everybody."
Joshua,"Yes, it would seem our profile is complete."
Neku,Uhh...what?
Joshua,Hee hee. You'll see. Let's head back to Tipsy Tose Hall.
777,"Well, if we haven't found it by now... it's probably not turning up. "
Joshua,Not so fast...
777,Huh?
Joshua,I think I've identified your thief.
777,You serious!?
Neku,"Wait, what?"
Joshua,"Hee hee. Let's recap, hmm? The theft occurred yesterday at 2:00. 777"
BJ,What phone call?
Joshua,"""Meet me by Cadoi City. We need to talk."" The microphone was stolen"
Tenho,......
Joshua,"According to 777's caller ID, the call originated at a public phone."
BJ,! What!? Y-you guys aren't gonna--
Joshua,This photo shows... Neku?
Neku,"What, I'M telling them!? Uhh, this photo tells it all..."
777,Wait... BJ!?
BJ,I told you not to say anything!
777,So it WAS you who called me!
Joshua,"Whoa there. When did you get that call? Precisely, that is."
777,"Uhh, lemme check... 1:40."
Joshua,Take a closer look at the photo. See? It was taken at 2:02. BJ used 
BJ,......
Joshua,"No, he was calling a lady friend, hmm? To whisper sweet nothings in"
BJ,AHHHHH! ...... OK! OK! I admit-- I told a chick I like her! And she
Joshua,"...... Deep breath, Beej. That isn't the point of the photo. Look"
777,Hmm? Is that a cell phone?
Joshua,Certainly looks like it. But not BJ's.
777,I don't get it...
Joshua,"Look at this photo. Would you do the honors, Neku?"
Neku,......
Joshua,"Neku, Neku, Neku... The OTHER photo."
Neku,......
777,The one of the mic? What about it?
Joshua,Ignore the microphone. Look on top of the telephone.
777,It's that cell phone!
Joshua,"Correct. It was there when BJ arrived. He saw it, and took it. Now, "
BJ,Cause it belonged to... ! Waaait a minute!
Joshua,You knew the owner. So you picked it up and returned it.
BJ,"Oh, Tenho... This your phone, bro?"
Tenho,"Oh, snap..."
BJ,I found it lyin' around.
Tenho,"Thanks, man. I was wigging out trying to find it. Where was it?"
BJ,"!? In the... uhh, I mean... S-Spain Hill!"
777,Tenho!? But...but... BJ said he found the cell on Spain... ! Ohhhhhh.
Joshua,BJ didn't want anyone finding out he got blown off. So he lied about
Tenho,"...... I'm sorry, guys. It was all me."
777,"What? Why, man!?"
Tenho,I thought it'd stop you two fighting. I don't want us to break up...
777,"...... Sorry, bro. We put you through a lot, huh?"
BJ,"Yeah, my bad, Tenho. I was outta line about wantin' to do vocals..."
777,"...... But that's all over now, right!? We good again?"
BJ,"Heh, I'm cool."
777,"Good. Now let's have that mic, Tenho..."
Tenho,"It, uhh... It kinda got stolen."
777,WHAT!?
Tenho,"I called 777 from that phone booth. Once he left, I grabbed the mic. I"
777,Gone?
Tenho,Yeah. This was in there in its place...
777,A megaphone?
Tenho,With some freaky stuff recorded in it...
Tenho,......
777,......
BJ,......
Tenho,"I'm sorry, guys! I just wanted us to stay together! Now, because of"
Neku,(That megaphone could only belong to one person.)
Joshua,Hee hee... Fascinating. It seems this mystery runs deeper! Care to
Neku,No brainer. The guy who took the mic is...
Joshua,"Hee hee. You can tell them the truth, Neku. Now let's have"
Neku,None of these guys.
Tenho,Meet me by Cadoi City. We need to talk.
Tenho,...... Now's my chance!
Tenho,"Oh, crap! 777! Gah! Gotta hide! ...... Whew..."
Tenho,Hmm? My phone?
Tenho,"Ugh... Be right back, mic. Stay put."
Minamimoto,"! Hmm? Why, hello! This mic is zetta sexy! Perfect for my opus!"
BJ,OK. OK. Let's do this. I'm gonna tell her. I'm gonna... ! Huh? That's
BJ,...Sniff. Phone booth of love my ass!
Tenho,"! Now, to pick up the-- Gah! It's gone!? ...The hell is this "
777,Great story. Now where's our mic?
Joshua,Hmm... Knowing him? In that junk heap over there.
777,What!?
BJ,Our baby is in that pile of trash!?
777,"Start digging, boys!"
Tenho,...... Sorry to drag you guys into this. I cleared the wall. Go on.
Joshua,Best of luck.
Joshua,"Now then! Shall we head to Udagawa, Neku?"
Neku,That was the detour from hell...
Joshua,"Well, the road is open. Let's leave them to their fishing"
Neku,...Right.
Beat,Gotchu punks.
Neku,!
Beat,"Hope you brought your A-game today, yo."
Neku,Beat... Don't do this. I don't want to fight you.
Beat,"Beggin' won't work, yo!"
Neku,"Look, I have to win! For Shiki, too! So would you please go away!?"
Beat,Shut it! Le's jus' do this!
Neku,(Nngh... That's about all I've got...)
Beat,"Yo yo yo, you even tryin'? Hit harder! I barely felt that! Man, y'all "
Joshua,Whew... That was pretty close.
Neku,......
Joshua,He's serious. He must really not like you.
Neku,"...... (I could see him hating me. ...But why erase Shiki, too? Is he"
Joshua,"Hmm? What's this, Neku?"
Neku,A pendant? ! (This was Rhyme's.) Beat must've dropped it.
Joshua,I guess so.
Neku,"(He's no genius, but he must've had a reason to join them. This meant a"
Joshua,We can get through to Udagawa now. ...About time.
Neku,(About time is right. Now I can find out what that memory's 
Joshua,"Know Udagawa well, Neku?"
Neku,Yeah. I used to come here after school.
Joshua,With your friends?
Neku,Please. I don't do groups. I never met anyone fun to be around.
Joshua,"Hee hee. Me neither. We seem to have a lot in common. You know, "
Neku,Where did that come from!?
Joshua,"The UG is split into different areas. Shibuya's just one of them, "
Neku,Mr. H told you all that?
Joshua,"...Oh, so you know about our conversations."
Neku,......
Joshua,"As I was saying, every area has its own rules. They never meddle with"
Neku,That could apply to anyone.
Joshua,"Hee hee... Maybe so. As long as we all have our own worlds, people "
Neku,"Right? They're them, and I'm me. Talking to them gets me nothing. I"
Joshua,"""Do what you want, how you want, when you want it,"" was it?"
Neku,"Yeah. It blew me away. CAT was living the life I always wanted to, but"
Joshua,Absolutely. Who needs other people's values? It's easier to just live
Neku,"Yeah... (But... I don't feel that way anymore. Since coming to the UG,"
Joshua,Yoo-hoo? Neku?
Neku,......
Joshua,"Well, we may be stuck in Shibuya. But you can still see a fair ways."
Neku,......
Joshua,"Hee hee. That mural you mentioned is up ahead, right? The signal's"
Joshua,The signal's coming from further back. Shall we?
Neku,......
Minamimoto,3 is the point of the 1.
Joshua,!
Minamimoto,4 the 1-5-9 are 2.
Neku,"! Hey, it's..."
Joshua,Shh! Let's see what he's up to.
Minamimoto,"6-5, 3-5! 8-9, 7-9! 32384 62643 38327! And... perfect. Soon... "
Neku,What was all that about?
Joshua,This is...
Neku,"Vandalism? He drew it just now, right? More of his loony art?"
Joshua,I wonder... My phone's responding to it.
Neku,To these scribbles? I thought you were looking for the Shibuya River.
Joshua,I am.
Neku,Uhh... I don't see any rivers.
Joshua,"Thank you, Neku. ...What IS this? Considering the artist, it can't be"
Neku,Well? Should we erase it?
Joshua,"He'll know. Besides, it could be a trap. Let's leave it for now. "
Neku,(Now's the best time. If I take him to where I was lying on the
Joshua,"Say, Neku?"
Neku,Wh-what?
Joshua,I'd like to check over by that mural. Do you mind?
Neku,Uh...sure. (The weasel beat me to it... What's he need over there?)
Uzuki,"Ugh, finally!"
Kariya,"Deep breath, girl."
Uzuki,Don't give me that! Why'd those two brats have to show up? They're so 
Kariya,Uzuki... Get on the horn with HQ. Now.
Uzuki,What? Why?
Kariya,That's a Taboo Noise refinery sigil.
Uzuki,That!? I never knew what they looked like... So the GM's gone 
Kariya,Not quite. This sigil still hasn't been used. There must be another
Uzuki,"...Do you smell that, Kariya? Promotions! Glory!"
Kariya,"I'll pass. Instead of buyin' me that bowl of ramen, you can just take"
Uzuki,"What, you're too lazy to even claim credit?"
Kariya,Something like that. 'Sides... I may have another mystery to unravel.
Neku,(What is he thinking? ......)
Joshua,Impressive graffiti.
Neku,It's CAT's. This is my favorite spot. (And the spot where I died in 
Joshua,"Still with me, Neku?"
Neku,Huh?
Joshua,You spaced out.
Neku,Oh... Sorry.
Joshua,You've giving me déjà vu.
Neku,What!? (Déjà vu? From when? Did... did you really see me die!? Were 
Neku,(...... I need to know. Gotta scan him...)
Neku,(I... It was here.)
Joshua,"Something wrong, Neku?"
Neku,(He... He killed me!)
Joshua,Hello?
